Name,Data Types,Default Task,Attribute Types,# Instances,# Attributes,Year,dataset_page,data_page,data_urls
Wine Quality,Multivariate,"Classification, Regression",Real,4898,12,2009,https://archive.ics.uci.edu/ml/datasets/Wine+Quality,https://archive.ics.uci.edu/ml/machine-learning-databases/wine-quality/,"['https://archive.ics.uci.edu/ml/machine-learning-databases/wine-quality/winequality-red.csv', 'https://archive.ics.uci.edu/ml/machine-learning-databases/wine-quality/winequality-white.csv', 'https://archive.ics.uci.edu/ml/machine-learning-databases/wine-quality/winequality.names']"
